 "stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","platform_code","zone_id"
000009029859,"","Gehrenrode Sportplatz",,"51.932704000000","10.015403000000",0,,0,"","911-911"
000000900341,"","Hannover Vahrenwalder Platz",,"52.390979000000","9.734617000000",0,,0,"","1-1"
000000904154,"","Godshorn Schmiedeweg",,"52.438743000000","9.706952000000",0,,0,"","105-105"
000000904152,"","Godshorn Europaallee",,"52.442297000000","9.711579000000",0,,0,"","105-105"
000000904150,"","Godshorn Bayernstraße-Ost",,"52.443015000000","9.704680000000",0,,0,"","105-105"
000000921016,"","Hildesheim-Bavenstedt",,"52.173321000000","9.989945000000",0,,0,"","100-100"
000000921017,"","Hildesheim-Bavenstedt Bavenstedter Hauptstraße",,"52.174557000000","9.988321000000",0,,0,"","100-100"
000000921014,"","Hildesheim Güldener Winkel",,"52.167871000000","9.911380000000",0,,0,"","100-100"
000000921015,"","Hildesheim Himmelsthür",,"52.166844000000","9.905834000000",0,,0,"","100-100"
000000921012,"","Hildesheim Pauluskirche",,"52.162523000000","9.917175000000",0,,0,"","100-100"
000000921013,"","Hildesheim Linnenkamp",,"52.166580000000","9.914335000000",0,,0,"","100-100"
000000906000,"","Hannover Berliner Platz",,"52.430135000000","9.731666000000",0,,0,"","1-1"
000000921010,"","Hildesheim Elzer Straße",,"52.154397000000","9.925546000000",0,,0,"","100-100"
000000904158,"","Langenhagen(Han) Hans-Böckler-Straße",,"52.436043000000","9.722441000000",0,,0,"","105-105"
000000902511,"","Hannover Büttnerstraße",,"52.402567000000","9.735441000000",0,,0,"","1-1"
000000921011,"","Hildesheim Breslauer Straße",,"52.159151000000","9.922457000000",0,,0,"","100-100"
000000904156,"","Godshorn Lessingstraße",,"52.437281000000","9.713609000000",0,,0,"","105-105"
000000921255,"","Eimsen Gasthof Knust",,"52.003931000000","9.816913000000",0,,0,"","260-260"
000000921253,"","Alfeld(Leine) Kaiser-Wilhelm-Straße",,"51.995145000000","9.824091000000",0,,0,"","260-260"
000000902751,"","Hannover Möckernstraße",,"52.399910000000","9.749310000000",0,,0,"","1-1"
000000921259,"","Alfeld(Leine) Perkwall/Magnus",,"51.986171000000","9.823445000000",0,,0,"","260-260"
000000904722,"","Lohnde Zentrum",,"52.400686000000","9.558776000000",0,,0,"","2-2"
000000904720,"","Lohnde Lohnder Straße",,"52.402392000000","9.559033000000",0,,0,"","2-2"
000000905489,"","Hannover Davenstedter Holz",,"52.370136000000","9.670020000000",0,,0,"","1-1"
000000901301,"","Hannover Schlägerstraße (U)",,"52.364361000000","9.747196000000",0,,0,"","1-1"
000000909026,"","Burgdorf(Kreis Hannover) Uhlandstraße",,"52.437445000000","10.023018000000",0,,0,"","3-3"
000000909020,"","Burgdorf(Kreis Hannover) Schulzentrum",,"52.435319000000","10.013176000000",0,,0,"","3-3"
000000901021,"","Hannover Canarisweg",,"52.344601000000","9.692364000000",0,,0,"","1-1"
000000909028,"","Burgdorf(Kreis Hannover) Reuterstraße",,"52.440144000000","10.020595000000",0,,0,"","3-3"
000000903391,"","Hannover Kreisstraße",,"52.380897000000","9.862027000000",0,,0,"","1-1"
000000921256,"","Alfeld(Leine) Krankenhaus",,"51.994307000000","9.830787000000",0,,0,"","260-260"
000000905071,"","Hannover Südfeldstraße",,"52.365785000000","9.684386000000",0,,0,"","1-1"
000000901541,"","Rethen(Leine) Steinfeld",,"52.294608000000","9.813255000000",0,,0,"","2-2"
000000900961,"","Hannover Beekestraße",,"52.343326000000","9.725110000000",0,,0,"","1-1"
000000909266,"","Altmerdingsen Schilfbruchstraße",,"52.463859000000","10.128570000000",0,,0,"","3-3"
000000909264,"","Katensen(Uetze) Springweg",,"52.432353000000","10.177081000000",0,,0,"","3-3"
000000909262,"","Katensen(Uetze) An der Schule",,"52.434831000000","10.166383000000",0,,0,"","3-3"
000000909260,"","Dedenhausen Eltzer Straße",,"52.435248000000","10.236785000000",0,,0,"","3-3"
000000909268,"","Altmerdingsen Kreuzweg",,"52.459071000000","10.133024000000",0,,0,"","3-3"
000000905481,"","Hannover Schnepfenweg",,"52.372004000000","9.662243000000",0,,0,"","1-1"
000000903714,"","Haimar Backhausplatz",,"52.307088000000","10.050388000000",0,,0,"","103-103"
000000903711,"","Dolgen(NDS)",,"52.318312000000","10.048527000000",0,,0,"","103-103"
000000902181,"","Hannover Bothfelder Kirchweg",,"52.413027000000","9.797958000000",0,,0,"","1-1"
000000906802,"","Krähenwinkel Friedensallee",,"52.461959000000","9.740095000000",0,,0,"","105-105"
000000921813,"","Segeste",,"52.038837000000","9.942213000000",0,,0,"","232-232"
000000906800,"","Krähenwinkel Eichstraße",,"52.459656000000","9.742027000000",0,,0,"","105-105"
000000921811,"","Bad Salzdetfurth-Wesseln Bünter Jägerheim",,"52.067462000000","10.061684000000",0,,0,"","190-190"
000000921818,"","Almstedt Grafelder Weg",,"52.033158000000","9.957715000000",0,,0,"","232-232"
000000906808,"","Kaltenweide Wennebosteler Hof",,"52.474762000000","9.742120000000",0,,0,"","105-105"
000000905251,"","Hannover Peperfeld",,"52.326633000000","9.683577000000",0,,0,"","1-1"
000000903611,"","Sehnde Bahnhof",,"52.316343000000","9.963175000000",0,,0,"","103-103"
000000921930,"","Sorsum(Elze) Thies",,"52.138005000000","9.722148000000",0,,0,"","210-210"
000000909446,"","Lehrte(b Hannover) Hardenbergstraße",,"52.367589000000","9.968489000000",0,,0,"","101-101"
000000921815,"","Breinum",,"52.030631000000","9.987226000000",0,,0,"","192-192"
000000900681,"","Hannover Petermannstraße",,"52.357160000000","9.681907000000",0,,0,"","1-1"
000000904956,"","Engelbostel Elbinger Straße",,"52.446996000000","9.667672000000",0,,0,"","105-105"
000000907464,"","Waltringhausen Im Winkel",,"52.341044000000","9.403771000000",0,,0,"","3-3"
000000904952,"","Engelbostel Wilhelm-Hirte-Straße",,"52.448736000000","9.661874000000",0,,0,"","105-105"
000000907462,"","Waltringhausen Mühle",,"52.345950000000","9.402666000000",0,,0,"","3-3"
000000904950,"","Berenbostel Am Hechtkamp",,"52.446941000000","9.611531000000",0,,0,"","2-2"
000000921814,"","Almstedt Brinkweg",,"52.031369000000","9.964394000000",0,,0,"","232-232"
000000906804,"","Krähenwinkel Heinrich-Hagemann-Allee",,"52.469277000000","9.733934000000",0,,0,"","105-105"
000000921025,"","Hildesheim Almstor",,"52.156036000000","9.951591000000",0,,0,"","100-100"
000000921023,"","Hildesheim Peiner Straße",,"52.161987000000","9.951916000000",0,,0,"","100-100"
000000921020,"","Drispenstedt(Hildesheim) Alt Drispenstedt",,"52.174999000000","9.965453000000",0,,0,"","100-100"
000000902521,"","Hannover Windausstraße",,"52.407603000000","9.734849000000",0,,0,"","1-1"
000000921021,"","Hildesheim Kennedydamm",,"52.164096000000","9.963331000000",0,,0,"","100-100"
000000904491,"","Hannover Forst Heidehaus",,"52.423324000000","9.626801000000",0,,0,"","1-1"
000000921029,"","Hildesheim Martin-Luther-Straße",,"52.163535000000","9.944993000000",0,,0,"","100-100"
000000900311,"","Hannover Welfenstraße",,"52.383672000000","9.736140000000",0,,0,"","1-1"
000000910284,"","Garbsen-Mitte Osteriede",,"52.429562000000","9.611128000000",0,,0,"","2-2"
000000900551,"","Hannover Schwarzer Bär",,"52.367303000000","9.719322000000",0,,0,"","1-1"
000000904041,"","Hannover Wohlenbergstraße",,"52.417996000000","9.722543000000",0,,0,"","1-1"
000000921302,"","Hildesheim Bockfeldbrücke",,"52.156848000000","9.913011000000",0,,0,"","100-100"
000000902401,"","Hannover Groß-Buchholzer Straße",,"52.399321000000","9.804690000000",0,,0,"","1-1"
000000904166,"","Godshorn Zeisigstraße",,"52.436098000000","9.708722000000",0,,0,"","105-105"
000000904164,"","Godshorn Bayernstraße-West",,"52.443776000000","9.696801000000",0,,0,"","105-105"
000000908273,"","Mandelsloh Turnhalle",,"52.602339000000","9.562656000000",0,,0,"","3-3"
000000900271,"","Hannover Fenskestraße",,"52.396361000000","9.717282000000",0,,0,"","1-1"
000000904161,"","Langenhagen(Han) Sattelhof",,"52.438772000000","9.730162000000",0,,0,"","105-105"
000000904043,"","Hannover Industrieweg",,"52.421838000000","9.717402000000",0,,0,"","1-1"
000000921262,"","Alfeld(Leine) Benscheidtstraße",,"51.976983000000","9.816117000000",0,,0,"","260-260"
000000921263,"","Alfeld(Leine) Dohnser Schule",,"51.977854000000","9.816132000000",0,,0,"","260-260"
000000921260,"","Alfeld(Leine) Neuer Friedhof/Hildesheimer Straße",,"51.990547000000","9.832421000000",0,,0,"","260-260"
000000921261,"","Alfeld(Leine) Göttinger Straße",,"51.976184000000","9.814661000000",0,,0,"","260-260"
000000902761,"","Hannover Nordring",,"52.403233000000","9.748088000000",0,,0,"","1-1"
000000901191,"","Hannover Roßkampstraße",,"52.350586000000","9.781658000000",0,,0,"","1-1"
000000906211,"","Langenhagen(Han) Galileistraße",,"52.454017000000","9.726693000000",0,,0,"","105-105"
000000910155,"","Hannover Riethorst",,"52.410751000000","9.811409000000",0,,0,"","1-1"
000000910153,"","Hannover Luise-Blume-Straße",,"52.411968000000","9.808112000000",0,,0,"","1-1"
000000921269,"","Alfeld(Leine) Winzenburger Straße",,"51.984194000000","9.834865000000",0,,0,"","260-260"
000000910151,"","Hannover Gartenheimstraße",,"52.419551000000","9.804536000000",0,,0,"","1-1"
000000921265,"","Alfeld(Leine) Zum Hasenwinkel",,"51.987010000000","9.800854000000",0,,0,"","260-260"
000000903281,"","Hannover Hannoversche Straße",,"52.386044000000","9.832399000000",0,,0,"","1-1"
000000921546,"","Föhrste Gasthof",,"51.967912000000","9.829309000000",0,,0,"","260-260"
000000921547,"","Föhrste Post",,"51.962186000000","9.837045000000",0,,0,"","260-260"
000000921545,"","Alfeld(Leine) Föhrster Straße",,"51.978159000000","9.821421000000",0,,0,"","260-260"
000000902641,"","Hannover Alte Heide",,"52.415512000000","9.781042000000",0,,0,"","1-1"
000000921548,"","Wispenstein",,"51.953400000000","9.851427000000",0,,0,"","261-261"
000000921549,"","Imsen",,"51.948852000000","9.836506000000",0,,0,"","261-261"
000000921266,"","Alfeld(Leine) Breslauer Straße",,"51.985045000000","9.797660000000",0,,0,"","260-260"
000000921264,"","Alfeld(Leine) Warzer Weg",,"51.983997000000","9.808966000000",0,,0,"","260-260"
000000909513,"","Hildesheim Theater",,"52.153345000000","9.956948000000",0,,0,"","100-100"
000000905001,"","Empelde (Bus/Tram)",,"52.344310000000","9.667238000000",0,,0,"","1-1"
000000909510,"","Hildesheim Richthofenstraße",,"52.165488000000","9.942301000000",0,,0,"","100-100"
000000901511,"","Laatzen Krankenhaus",,"52.307030000000","9.799774000000",0,,0,"","2-2"
000000909518,"","Hasede Mitte",,"52.194469000000","9.921138000000",0,,0,"","1200-1200"
000000909237,"","Dedenhausen Der Zuschlag",,"52.434482000000","10.238660000000",0,,0,"","3-3"
000000909231,"","Dollbergen Greiser Weg",,"52.410242000000","10.176418000000",0,,0,"","3-3"
000000901231,"","Hannover Holthusenstraße",,"52.338848000000","9.774892000000",0,,0,"","1-1"
000000909514,"","Hildesheim Steuerwald",,"52.168803000000","9.932417000000",0,,0,"","100-100"
000000909476,"","Lehrte(b Hannover) Markuskirche",,"52.381907000000","9.984576000000",0,,0,"","101-101"
000000909474,"","Lehrte(b Hannover) Friedhof",,"52.383746000000","9.988201000000",0,,0,"","101-101"
000000909472,"","Lehrte(b Hannover) Herzogweg",,"52.388067000000","9.988473000000",0,,0,"","101-101"
000000905361,"","Hemmingen(Han) Kapellenweg",,"52.320833000000","9.747797000000",0,,0,"","2-2"
000000901471,"","Laatzen Eichstraße (Bahnhof)",,"52.314775000000","9.792010000000",0,,0,"","2-2"
000000909470,"","Lehrte(b Hannover) Vater-Jahn-Straße",,"52.386458000000","9.983726000000",0,,0,"","101-101"
000000903721,"","Haimar Schladweg",,"52.308981000000","10.048746000000",0,,0,"","103-103"
000000903155,"","Hannover Kleiner Hillen",,"52.358543000000","9.827317000000",0,,0,"","1-1"
000000903151,"","Hannover Bemeroder Rathausplatz",,"52.346401000000","9.827398000000",0,,0,"","1-1"
000000909516,"","Groß Förste",,"52.208741000000","9.910739000000",0,,0,"","1210-1210"
000000921926,"","Mehle Friedhof",,"52.112444000000","9.693780000000",0,,0,"","210-210"
000000904948,"","Engelbostel Kirchstraße",,"52.446610000000","9.659577000000",0,,0,"","105-105"
000000921801,"","Bockenem Martin-Luther-Straße",,"52.010133000000","10.137343000000",0,,0,"","241-241"
000000901751,"","Sarstedt Ziegelei",,"52.235425000000","9.871382000000",0,,0,"","1100-1100"
000000908024,"","Bordenau Dammkrug",,"52.487397000000","9.492732000000",0,,0,"","3-3"
000000900021,"","Hannover Hauptbahnhof (U)",,"52.378327000000","9.742562000000",0,,0,"","1-1"
000000904942,"","Stelingen Am Berge",,"52.444804000000","9.641636000000",0,,0,"","2-2"
000000904940,"","Berenbostel Friedhof",,"52.439733000000","9.625313000000",0,,0,"","2-2"
000000902391,"","Hannover Weidetorstraße",,"52.396680000000","9.803114000000",0,,0,"","1-1"
000000900641,"","Hannover Am Lindener Hafen",,"52.365264000000","9.693568000000",0,,0,"","1-1"
000000904075,"","Hannover Pappelweg",,"52.425516000000","9.717065000000",0,,0,"","1-1"
000000904073,"","Langenhagen(Han) An der Autobahn",,"52.426822000000","9.722526000000",0,,0,"","1-1"
000000910149,"","Hannover Hintzehof",,"52.416641000000","9.798320000000",0,,0,"","1-1"
000000904116,"","Hannover Beneckeallee",,"52.414342000000","9.702539000000",0,,0,"","1-1"
000000900261,"","Hannover Haltenhoffstraße",,"52.393050000000","9.713395000000",0,,0,"","1-1"
000000904111,"","Langenhagen(Han) Flughafen",,"52.458877000000","9.699659000000",0,,0,"","105-105"
000000904118,"","Hannover Dörpefeld",,"52.422412000000","9.701198000000",0,,0,"","1-1"
000000901183,"","Hannover Wolfstraße",,"52.352031000000","9.779276000000",0,,0,"","1-1"
000009022449,"","Düsternthal Abzweigung",,"51.931126000000","9.826351000000",0,,0,"","921-921"
000000901181,"","Hannover Liebrechtstraße",,"52.350908000000","9.773724000000",0,,0,"","1-1"
000000906201,"","Langenhagen(Han) Gutenbergstraße",,"52.454167000000","9.731579000000",0,,0,"","105-105"
000000902711,"","Hannover Wietzegraben",,"52.410319000000","9.769914000000",0,,0,"","1-1"
000000910145,"","Hannover Scheffelfeld",,"52.415385000000","9.788036000000",0,,0,"","1-1"
000000921576,"","Duingen Wedekindring",,"52.002872000000","9.690234000000",0,,0,"","270-270"
000000921575,"","Duingen Am Tie",,"52.005512000000","9.699915000000",0,,0,"","270-270"
000000921572,"","Coppengrave Siegfriedsklause",,"51.988976000000","9.723400000000",0,,0,"","270-270"
000000921573,"","Duingen Ostfeldstraße",,"52.002685000000","9.705258000000",0,,0,"","270-270"
000000921570,"","Coppengrave Ziegelei",,"51.984518000000","9.732193000000",0,,0,"","270-270"
000000921571,"","Coppengrave Dorfplatz",,"51.985807000000","9.727163000000",0,,0,"","270-270"
000000902671,"","Hannover Langenforther Straße",,"52.423455000000","9.781345000000",0,,0,"","1-1"
000000903141,"","Hannover Angerstraße",,"52.350562000000","9.827314000000",0,,0,"","1-1"
000000909504,"","Ahrbergen Weg nach Ahrbergen",,"52.223504000000","9.889910000000",0,,0,"","140-140"
000000909502,"","Ahrbergen Ost",,"52.222200000000","9.882918000000",0,,0,"","1240-1240"
000000909500,"","Ahrbergen Nord",,"52.223808000000","9.877009000000",0,,0,"","1240-1240"
000000905031,"","Benthe Bergstraße",,"52.336619000000","9.626585000000",0,,0,"","2-2"
000000901501,"","Laatzen aquaLaatzium",,"52.311033000000","9.796591000000",0,,0,"","2-2"
000000900921,"","Hannover Maschsee/Sprengel Museum",,"52.363873000000","9.739173000000",0,,0,"","1-1"
000000913195,"","Altenhagen(Messenkamp) Altenhagen II",,"52.261621000000","9.399796000000",0,,0,"","SHG-SHG"
000000913193,"","Messenkamp",,"52.260147000000","9.380787000000",0,,0,"","SHG-SHG"
000000901221,"","Hannover Friedhofsallee",,"52.339262000000","9.780387000000",0,,0,"","1-1"
000000903593,"","Sehnde Schulzentrum",,"52.318897000000","9.957364000000",0,,0,"","103-103"
000000903591,"","Sehnde Schulzentrum (B 65)",,"52.318599000000","9.957635000000",0,,0,"","103-103"
000000905271,"","Hannover Stadtfriedhof Ricklingen",,"52.332759000000","9.717382000000",0,,0,"","1-1"
000000901741,"","Sarstedt Am Ried",,"52.233773000000","9.863841000000",0,,0,"","1100-1100"
000000903631,"","Sehnde Stettiner Weg",,"52.307912000000","9.973153000000",0,,0,"","103-103"
000000905279,"","Westerfeld(Hemmingen) Saarstraße",,"52.330252000000","9.720304000000",0,,0,"","2-2"
000000909462,"","Lehrte(b Hannover) Schwanenburg",,"52.372724000000","9.958191000000",0,,0,"","101-101"
000000906557,"","Isernhagen Einkaufszentrum",,"52.475529000000","9.796897000000",0,,0,"","2-2"
000000904974,"","Heitlingen In den Bornwiesen",,"52.468263000000","9.617448000000",0,,0,"","2-2"
000000902381,"","Hannover Pinkenburger Straße",,"52.397805000000","9.808129000000",0,,0,"","1-1"
000000921836,"","Hüddessum Gasthof Witte",,"52.204007000000","10.034657000000",0,,0,"","110-110"
000000906827,"","Maspe",,"52.495219000000","9.759971000000",0,,0,"","105-105"
000000906824,"","Hainhaus",,"52.484299000000","9.764332000000",0,,0,"","105-105"
000000921834,"","Machtsum Neustadt",,"52.193919000000","10.034145000000",0,,0,"","111-111"
000000906822,"","Twenge",,"52.487542000000","9.753317000000",0,,0,"","105-105"
000000921833,"","Hönnersum Einumer Straße",,"52.185586000000","10.008319000000",0,,0,"","110-110"
000000904978,"","Heitlingen Vor den Höfen",,"52.465443000000","9.620351000000",0,,0,"","2-2"
000000906820,"","Twenge Siedlung",,"52.480073000000","9.753528000000",0,,0,"","105-105"
000000900211,"","Hannover Christuskirche (U)",,"52.381598000000","9.725693000000",0,,0,"","1-1"
000000904101,"","Hannover Nordhafen",,"52.422243000000","9.690097000000",0,,0,"","1-1"
000000900219,"","Hannover Lilienstraße",,"52.384739000000","9.724878000000",0,,0,"","1-1"
000000900331,"","Hannover Werderstraße (U)",,"52.387270000000","9.734144000000",0,,0,"","1-1"
000000904856,"","Meyenfeld Leistlinger Straße",,"52.441033000000","9.565361000000",0,,0,"","2-2"
000000904854,"","Meyenfeld Im Bleeke",,"52.440373000000","9.577338000000",0,,0,"","2-2"
000000904852,"","Meyenfeld Erlenweg",,"52.438393000000","9.588811000000",0,,0,"","2-2"
000000906191,"","Langenhagen(Han) Gaußstraße",,"52.453702000000","9.736970000000",0,,0,"","105-105"
000000904791,"","Garbsen-Mitte Schulzentrum II",,"52.427992000000","9.592950000000",0,,0,"","2-2"
000000921207,"","Alfeld(Leine) Limmerburg",,"51.987078000000","9.804014000000",0,,0,"","260-260"
000000921204,"","Brüggen(Leine) Posthof",,"52.036991000000","9.764062000000",0,,0,"","220-220"
000000921205,"","Dehnsen(Hildesh)",,"52.023924000000","9.773571000000",0,,0,"","221-221"
000000902701,"","Hannover Eifelweg",,"52.410280000000","9.777261000000",0,,0,"","1-1"
000000906231,"","Langenhagen(Han) Wetteramt Hannover",,"52.458435000000","9.708111000000",0,,0,"","105-105"
000000921208,"","Alfeld(Leine) Hannoversche Straße",,"51.981388000000","9.817215000000",0,,0,"","260-260"
000000921209,"","Gerzen Sprengelei",,"51.972247000000","9.809409000000",0,,0,"","260-260"
